vin_#,brand,model,model_year,series,segment,bodystyle,month_sold,day_sold,year_sold,sold_date,quarter,sales_volume,drive_configuration,engine,transmission,trim,color,seats,package,moonroof,parking_assist,remote_start,keyless_entry_keypad,premium_radio,power_mirror,moonroof_cost,parking_assist_cost,remote_start_cost,keyless_entry_keypad_cost,premium_radio_cost,power_mirror_cost,region,country_of_sale,days_on_lot,sales_channel_l1,sales_channel_l2,sales_channel_l3,marketing_campaign,gross_sales,variable_marketing,net_sales,labor,tooling,materials,option_costs,package_costs,freight,overhead,warranty,engineering,depreciation,total_variable_cost,contribution_margin,total_fixed_cost,tariffs,net_revenue,after_tax,sales_date
1ABCD6E34FG634330,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,4.0,2.0,2016.0,4/2/16,Q2,1.0,4WD,v13 Gas,6 Speed Auto,Luxury,Blue,Cloth,Exterior Protection Package,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,USA,41,Retail,Non-Employee,Financing,Low-Interest Financing,28369.0,2123.0,26246.0,1301.0,1419.0,4265.0,845.0,1795.0,1024.0,1065.0,1405.0,1331.0,653.0,11700.0,14546.0,3403.0,774.0,11143.0,10369.0,2016-04-02
1ABCD2E34FG634575,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,2.0,13.0,2015.0,2/13/15,Q1,1.0,AWD,v13 Supercharged,6 Speed Manual,Luxury,Black,Cloth,Technology Package,1,0.0,1,0.0,1.0,1.0,825.0,0.0,425.0,0.0,710.0,370.0,North America,USA,42,Retail,Non-Employee,Financing,Low-Interest Financing,28354.0,2942.0,25412.0,1335.0,1456.0,4247.0,3300.0,1795.0,849.0,1092.0,1214.0,1456.0,485.0,13833.0,11579.0,3398.0,774.0,8182.0,7407.0,2015-02-13
1ABCD2E34FG634417,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,5.0,3.0,2015.0,5/3/15,Q2,1.0,4WD,v11 Gas,5 Speed Manual,Luxury,Gray,Cloth,None,0,1.0,0,0.0,0.0,1.0,0.0,870.0,0.0,0.0,0.0,370.0,North America,USA,43,Retail,Non-Employee,Financing,Low-Interest Financing,30141.0,2327.0,27814.0,1335.0,1457.0,4471.0,1790.0,1795.0,1047.0,1092.0,1030.0,1279.0,604.0,12561.0,15253.0,3340.0,823.0,11914.0,11091.0,2015-05-03
1ABCD2E34FG634366,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,9.0,12.0,2015.0,9/12/15,Q3,1.0,4WD,v13 Supercharged,6 Speed Manual,Luxury,White,Cloth,Technology Package,1,0.0,0,1.0,1.0,1.0,825.0,0.0,0.0,640.0,710.0,370.0,North America,USA,43,Dealer/Self Registration,Rental,Leasing,Low-Interest Financing,29086.0,2526.0,26560.0,1280.0,1396.0,4600.0,2545.0,0.0,814.0,1047.0,1994.0,1759.0,465.0,12280.0,14280.0,3621.0,794.0,10659.0,9865.0,2015-09-12
1ABCD2E34FG634664,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,6.0,27.0,2015.0,6/27/15,Q2,1.0,AWD,v11 Supercharged,5 Speed Auto,Luxury,Gray,Leather,Technology Package,1,0.0,0,1.0,0.0,1.0,825.0,0.0,0.0,640.0,0.0,370.0,North America,USA,44,Dealer/Self Registration,Rental,Leasing,Special Leases,30486.0,2422.0,28064.0,1341.0,1463.0,4279.0,2385.0,1795.0,1085.0,1097.0,1113.0,1466.0,651.0,13096.0,14968.0,3580.0,832.0,11388.0,10556.0,2015-06-27
1ABCD2E34FG634587,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,2.0,13.0,2015.0,2/13/15,Q1,1.0,AWD,v13 Diesel,5 Speed Manual,Luxury,Silver,Cloth,None,0,1.0,1,1.0,1.0,0.0,0.0,870.0,425.0,640.0,710.0,0.0,North America,USA,46,Dealer/Self Registration,Rental,Cash,Dealer Cash Incentives,29874.0,1879.0,27995.0,1314.0,1434.0,4182.0,3195.0,0.0,836.0,1075.0,1195.0,1434.0,478.0,11799.0,16196.0,3346.0,816.0,12850.0,12035.0,2015-02-13
1ABCD6E34FG634586,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,1.0,17.0,2016.0,1/17/16,Q1,1.0,4WD,v13 Diesel,6 Speed Manual,Deluxe,Gray,Vinyl,None,0,1.0,1,1.0,1.0,0.0,0.0,870.0,425.0,640.0,710.0,0.0,North America,USA,48,Dealer/Self Registration,Rental,Leasing,Segment and Misc Incentives,31444.0,1969.0,29475.0,1384.0,1509.0,4402.0,3065.0,1795.0,880.0,1132.0,1258.0,1509.0,503.0,13916.0,15559.0,3522.0,858.0,12038.0,11179.0,2016-01-17
1ABCD2E34FG634870,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,11.0,28.0,2015.0,11/28/15,Q4,1.0,4WD,v11 Turbo,5 Speed Auto,Base,Blue,Leather,Exterior Protection Package,0,1.0,0,1.0,0.0,1.0,0.0,870.0,0.0,640.0,0.0,370.0,North America,USA,49,Retail,Non-Employee,Leasing,Low-Interest Financing,30093.0,2188.0,27904.0,1324.0,1444.0,4865.0,2305.0,0.0,843.0,1083.0,1640.0,1816.0,481.0,12060.0,15845.0,3742.0,822.0,12102.0,11281.0,2015-11-28
1ABCD2E34FG634809,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,12.0,2.0,2015.0,12/2/15,Q4,1.0,4WD,v11 Turbo,5 Speed Auto,Base,Silver,Leather,Exterior Protection Package,0,1.0,0,1.0,0.0,1.0,0.0,870.0,0.0,640.0,0.0,370.0,North America,USA,49,Retail,Non-Employee,Leasing,Low-Interest Financing,30093.0,2188.0,27904.0,1324.0,1444.0,4865.0,2305.0,0.0,843.0,1083.0,1640.0,1816.0,481.0,12060.0,15845.0,3742.0,822.0,12102.0,11281.0,2015-12-02
1ABCD2E34FG634201,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,7.0,27.0,2015.0,7/27/15,Q3,1.0,4WD,v11 Turbo,5 Speed Auto,Base,White,Leather,Exterior Protection Package,0,1.0,0,1.0,0.0,1.0,0.0,870.0,0.0,640.0,0.0,370.0,North America,USA,49,Retail,Non-Employee,Leasing,Low-Interest Financing,29854.0,2171.0,27683.0,1314.0,1433.0,4826.0,2305.0,1795.0,836.0,1075.0,1627.0,1802.0,478.0,13777.0,13906.0,3713.0,815.0,10193.0,9378.0,2015-07-27
1ABCD2E34FG634272,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,7.0,27.0,2015.0,7/27/15,Q3,1.0,4WD,v11 Turbo,5 Speed Auto,Base,White,Leather,Exterior Protection Package,0,1.0,0,1.0,0.0,1.0,0.0,870.0,0.0,640.0,0.0,370.0,North America,USA,49,Retail,Non-Employee,Leasing,Low-Interest Financing,29854.0,2171.0,27683.0,1314.0,1433.0,4826.0,2305.0,0.0,836.0,1075.0,1627.0,1802.0,478.0,11982.0,15701.0,3713.0,815.0,11988.0,11173.0,2015-07-27
1ABCD6E34FG634587,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,2.0,13.0,2016.0,2/13/16,Q1,1.0,AWD,v13 Diesel,5 Speed Manual,Luxury,White,Cloth,None,0,1.0,1,1.0,1.0,0.0,0.0,870.0,425.0,640.0,710.0,0.0,North America,USA,50,Dealer/Self Registration,Rental,Leasing,Dealer Cash Incentives,30113.0,1894.0,28219.0,1325.0,1445.0,4216.0,3195.0,1795.0,843.0,1084.0,1205.0,1445.0,482.0,13663.0,14556.0,3373.0,822.0,11184.0,10362.0,2016-02-13
1ABCD6E34FG634628,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,6.0,27.0,2016.0,6/27/16,Q2,1.0,AWD,v13 Turbo,6 Speed Manual,Special Edition,White,Cloth,None,0,0.0,1,1.0,0.0,0.0,0.0,0.0,425.0,640.0,0.0,0.0,North America,USA,51,Retail,Non-Employee,Leasing,Segment and Misc Incentives,31284.0,1132.0,30152.0,1377.0,1502.0,4098.0,1615.0,1795.0,1093.0,1126.0,1146.0,1394.0,612.0,12249.0,17903.0,3508.0,854.0,14396.0,13542.0,2016-06-27
1ABCD2E34FG634379,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,5.0,3.0,2015.0,5/3/15,Q2,1.0,4WD,v13 Turbo,6 Speed Auto,Luxury,Gray,Vinyl,None,1,1.0,1,1.0,1.0,1.0,825.0,870.0,425.0,640.0,710.0,370.0,North America,USA,51,Dealer/Self Registration,Rental,Cash,Segment and Misc Incentives,31551.0,2942.0,28609.0,1388.0,1514.0,4414.0,4810.0,0.0,1005.0,1136.0,1091.0,1239.0,601.0,13844.0,14765.0,3354.0,861.0,11410.0,10549.0,2015-05-03
1ABCD6E34FG634546,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,3.0,29.0,2016.0,3/29/16,Q1,1.0,4WD,v13 Gas,5 Speed Manual,Luxury,Gray,Cloth,Technology Package,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,710.0,370.0,North America,USA,52,Dealer/Self Registration,Rental,Financing,Segment and Misc Incentives,30732.0,1132.0,29600.0,1352.0,1475.0,4302.0,1080.0,1795.0,860.0,1106.0,1229.0,1475.0,492.0,11726.0,17874.0,3442.0,839.0,14432.0,13593.0,2016-03-29
1ABCD2E34FG634255,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,1.0,17.0,2015.0,1/17/15,Q1,1.0,4WD,v13 Diesel,6 Speed Auto,Deluxe,Champagne,Cloth,Exterior Protection Package,1,1.0,0,0.0,1.0,0.0,825.0,870.0,0.0,0.0,710.0,0.0,North America,USA,55,Retail,Non-Employee,Financing,Low-Interest Financing,28132.0,2702.0,25430.0,1238.0,1350.0,3938.0,2830.0,1110.0,788.0,1013.0,1125.0,1350.0,450.0,12042.0,13388.0,3151.0,768.0,10237.0,9469.0,2015-01-17
1ABCD6E34FG634809,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,12.0,2.0,2016.0,12/2/16,Q4,1.0,4WD,v11 Turbo,5 Speed Auto,Base,Blue,Leather,Exterior Protection Package,0,1.0,0,1.0,0.0,1.0,0.0,870.0,0.0,640.0,0.0,370.0,North America,USA,56,Retail,Non-Employee,Financing,Low-Interest Financing,30334.0,2206.0,28128.0,1335.0,1456.0,4904.0,2305.0,0.0,849.0,1092.0,1653.0,1831.0,485.0,12138.0,15990.0,3772.0,828.0,12218.0,11390.0,2016-12-02
1ABCD2E34FG634403,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,2.0,11.0,2015.0,2/11/15,Q1,1.0,4WD,v13 Diesel,5 Speed Manual,Deluxe,Black,Cloth,Exterior Protection Package,1,1.0,0,0.0,0.0,1.0,825.0,870.0,0.0,0.0,0.0,370.0,North America,USA,56,Retail,Non-Employee,Cash,Cash Rebates,31332.0,4598.0,26734.0,1379.0,1504.0,4386.0,2065.0,1110.0,877.0,1128.0,1253.0,1504.0,501.0,12199.0,14535.0,3509.0,855.0,11026.0,10171.0,2015-02-11
1ABCD2E34FG634608,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,3.0,29.0,2015.0,3/29/15,Q1,1.0,AWD,v13 Supercharged,6 Speed Auto,Luxury,Black,Leather,Technology Package,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,USA,56,Dealer/Self Registration,Rental,Financing,Low-Interest Financing,29702.0,2134.0,27568.0,1325.0,1446.0,4217.0,420.0,1795.0,843.0,1084.0,1205.0,1446.0,482.0,10891.0,16677.0,3374.0,811.0,13303.0,12493.0,2015-03-29
1ABCD2E34FG634293,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,9.0,12.0,2015.0,9/12/15,Q3,1.0,AWD,v13 Turbo,5 Speed Auto,Luxury,Gray,Cloth,Technology Package,0,0.0,1,0.0,0.0,1.0,0.0,0.0,425.0,0.0,0.0,370.0,North America,USA,60,Dealer/Self Registration,Rental,Leasing,Low-Interest Financing,29929.0,2767.0,27162.0,1317.0,1437.0,4805.0,1345.0,0.0,838.0,1077.0,1945.0,1911.0,479.0,11327.0,15835.0,3826.0,817.0,12008.0,11191.0,2015-09-12
1ABCD2E34FG634328,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,9.0,12.0,2015.0,9/12/15,Q3,1.0,AWD,v13 Turbo,5 Speed Auto,Luxury,Gray,Cloth,Technology Package,0,0.0,1,0.0,0.0,1.0,0.0,0.0,425.0,0.0,0.0,370.0,North America,USA,60,Dealer/Self Registration,Rental,Leasing,Low-Interest Financing,29929.0,2767.0,27162.0,1317.0,1437.0,4805.0,1345.0,1795.0,838.0,1077.0,1945.0,1911.0,479.0,13122.0,14040.0,3826.0,817.0,10213.0,9396.0,2015-09-12
1ABCD2E34FG634454,Tatra,Advantage,2015.0,A1,Full-Size,Pickup Truck,9.0,12.0,2015.0,9/12/15,Q3,1.0,AWD,v13 Turbo,5 Speed Auto,Luxury,Gray,Cloth,Technology Package,0,0.0,1,0.0,0.0,1.0,0.0,0.0,425.0,0.0,0.0,370.0,North America,USA,60,Dealer/Self Registration,Rental,Leasing,Low-Interest Financing,29929.0,2767.0,27162.0,1317.0,1437.0,4805.0,1345.0,0.0,838.0,1077.0,1945.0,1911.0,479.0,11327.0,15835.0,3826.0,817.0,12008.0,11191.0,2015-09-12
1ABCD6E34FG634282,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,6.0,3.0,2016.0,6/3/16,Q2,1.0,4WD,v13 Turbo,6 Speed Manual,Luxury,Blue,Cloth,Technology Package,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,North America,USA,68,Dealer/Self Registration,Rental,Leasing,Low-Interest Financing,31972.0,2707.0,29264.0,1407.0,1535.0,4396.0,1060.0,1110.0,1081.0,1151.0,1418.0,1244.0,704.0,11622.0,17642.0,3482.0,873.0,14160.0,13287.0,2016-06-03
1ABCD6E34FG634482,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,2.0,11.0,2016.0,2/11/16,Q1,1.0,4WD,v13 Supercharged,6 Speed Auto,Special Edition,White,Cloth,Exterior Protection Package,0,1.0,0,0.0,0.0,1.0,0.0,870.0,0.0,0.0,0.0,370.0,North America,USA,77,Dealer/Self Registration,Rental,Leasing,Low-Interest Financing,28658.0,2722.0,25937.0,1261.0,1376.0,4012.0,1240.0,1795.0,802.0,1032.0,1146.0,1376.0,459.0,11289.0,14648.0,3210.0,782.0,11438.0,10656.0,2016-02-11
1ABCD6E34FG634338,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,3.0,10.0,2016.0,3/10/16,Q1,1.0,AWD,v11 Supercharged,5 Speed Auto,Luxury,Blue,Vinyl,None,1,0.0,0,0.0,0.0,1.0,825.0,0.0,0.0,0.0,0.0,370.0,North America,USA,90,Retail,Non-Employee,Leasing,Special Leases,30522.0,2938.0,27584.0,1343.0,1465.0,4273.0,1615.0,1795.0,855.0,1099.0,1221.0,1465.0,488.0,12200.0,15384.0,3418.0,833.0,11965.0,11132.0,2016-03-10
1ABCD6E34FG634860,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,11.0,18.0,2016.0,11/18/16,Q4,1.0,4WD,v13 Diesel,6 Speed Manual,Deluxe,Silver,Vinyl,None,0,1.0,1,1.0,1.0,0.0,0.0,870.0,425.0,640.0,710.0,0.0,North America,USA,91,Dealer/Self Registration,Rental,Cash,Segment and Misc Incentives,31695.0,1984.0,29711.0,1395.0,1521.0,4437.0,3065.0,1110.0,887.0,1141.0,1268.0,1521.0,507.0,13303.0,16408.0,3550.0,865.0,12858.0,11992.0,2016-11-18
1ABCD6E34FG634366,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,9.0,12.0,2016.0,9/12/16,Q3,1.0,4WD,v13 Supercharged,6 Speed Manual,Luxury,Champagne,Cloth,Technology Package,1,0.0,0,1.0,1.0,1.0,825.0,0.0,0.0,640.0,710.0,370.0,North America,USA,94,Dealer/Self Registration,Rental,Cash,Low-Interest Financing,29319.0,2546.0,26772.0,1290.0,1407.0,4637.0,2545.0,0.0,821.0,1055.0,2010.0,1773.0,469.0,12358.0,14414.0,3649.0,800.0,10765.0,9964.0,2016-09-12
1ABCD6E34FG634870,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,11.0,28.0,2016.0,11/28/16,Q4,1.0,4WD,v11 Turbo,5 Speed Auto,Base,Gray,Leather,Exterior Protection Package,0,1.0,0,1.0,0.0,1.0,0.0,870.0,0.0,640.0,0.0,370.0,North America,USA,105,Retail,Non-Employee,Cash,Low-Interest Financing,30334.0,2206.0,28128.0,1335.0,1456.0,4904.0,2305.0,1795.0,849.0,1092.0,1653.0,1831.0,485.0,13933.0,14195.0,3772.0,828.0,10423.0,9595.0,2016-11-28
1ABCD6E34FG634317,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,9.0,12.0,2016.0,9/12/16,Q3,1.0,4WD,v13 Supercharged,5 Speed Auto,Special Edition,Silver,Vinyl,Technology Package,0,0.0,1,0.0,1.0,1.0,0.0,0.0,425.0,0.0,710.0,370.0,North America,USA,114,Retail,Non-Employee,Financing,Low-Interest Financing,30195.0,2670.0,27524.0,1329.0,1449.0,4898.0,1925.0,1795.0,845.0,1087.0,1972.0,1913.0,483.0,13851.0,13674.0,3846.0,824.0,9828.0,9004.0,2016-09-12
1ABCD6E34FG634393,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,6.0,27.0,2016.0,6/27/16,Q2,1.0,AWD,v13 Gas,5 Speed Manual,Special Edition,White,Vinyl,None,0,0.0,1,1.0,1.0,1.0,0.0,0.0,425.0,640.0,710.0,370.0,North America,USA,118,Retail,Non-Employee,Financing,Low-Interest Financing,30656.0,2748.0,27908.0,1375.0,1500.0,4316.0,2145.0,0.0,1060.0,1125.0,1162.0,1461.0,639.0,11184.0,16725.0,3600.0,837.0,13125.0,12288.0,2016-06-27
1ABCD6E34FG634431,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,8.0,20.0,2016.0,8/20/16,Q3,1.0,AWD,v11 Turbo,5 Speed Manual,Luxury,Blue,Cloth,None,1,1.0,0,0.0,0.0,0.0,825.0,870.0,0.0,0.0,0.0,0.0,North America,USA,125,Dealer/Self Registration,Rental,Cash,Segment and Misc Incentives,29573.0,1715.0,27858.0,1301.0,1419.0,4582.0,2115.0,1110.0,828.0,1065.0,1736.0,1749.0,473.0,12737.0,15121.0,3642.0,807.0,11480.0,10672.0,2016-08-20
1ABCD6E34FG634796,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,10.0,1.0,2016.0,10/1/16,Q4,1.0,4WD,v11 Gas,6 Speed Manual,Special Edition,White,Vinyl,Technology Package,1,0.0,0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,North America,USA,134,Retail,Non-Employee,Financing,Low-Interest Financing,30169.0,4400.0,25769.0,1327.0,1448.0,4441.0,1245.0,1795.0,1083.0,1086.0,1364.0,1350.0,672.0,12341.0,13428.0,3470.0,824.0,9958.0,9134.0,2016-10-01
1ABCD6E34FG634255,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,1.0,17.0,2016.0,1/17/16,Q1,1.0,4WD,v13 Diesel,6 Speed Auto,Deluxe,Blue,Cloth,Exterior Protection Package,1,1.0,0,0.0,1.0,0.0,825.0,870.0,0.0,0.0,710.0,0.0,North America,USA,136,Retail,Non-Employee,Cash,Low-Interest Financing,28357.0,2724.0,25633.0,1248.0,1361.0,3970.0,2830.0,1795.0,794.0,1021.0,1134.0,1361.0,454.0,12792.0,12842.0,3176.0,774.0,9666.0,8891.0,2016-01-17
1ABCD6E34FG634790,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,10.0,30.0,2016.0,10/30/16,Q4,1.0,4WD,v11 Gas,6 Speed Manual,Base,White,Leather,Technology Package,0,0.0,1,0.0,1.0,0.0,0.0,0.0,425.0,0.0,710.0,0.0,North America,USA,161,Dealer/Self Registration,Rental,Cash,Cash Rebates,31247.0,4400.0,26847.0,1375.0,1500.0,4375.0,1685.0,0.0,875.0,1125.0,1250.0,1500.0,500.0,10684.0,16163.0,3500.0,853.0,12664.0,11811.0,2016-10-30
1ABCD6E34FG634421,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,8.0,20.0,2016.0,8/20/16,Q3,1.0,4WD,v11 Turbo,5 Speed Auto,Deluxe,Blue,Vinyl,Technology Package,0,0.0,1,1.0,0.0,0.0,0.0,0.0,425.0,640.0,0.0,0.0,North America,USA,169,Retail,Non-Employee,Financing,Low-Interest Financing,30280.0,2714.0,27567.0,1332.0,1453.0,4966.0,2035.0,0.0,848.0,1090.0,1978.0,1821.0,484.0,12249.0,15317.0,3759.0,827.0,11558.0,10731.0,2016-08-20
1ABCD6E34FG634354,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,7.0,27.0,2016.0,7/27/16,Q3,1.0,4WD,v13 Gas,5 Speed Auto,Luxury,Silver,Cloth,Technology Package,1,0.0,1,0.0,1.0,1.0,825.0,0.0,425.0,0.0,710.0,370.0,North America,USA,171,Dealer/Self Registration,Rental,Cash,Low-Interest Financing,29025.0,2420.0,26605.0,1277.0,1393.0,4891.0,2750.0,0.0,813.0,1045.0,1693.0,1927.0,464.0,12469.0,14136.0,3785.0,792.0,10351.0,9559.0,2016-07-27
1ABCD6E34FG634277,Tatra,Advantage,2016.0,A11,Full-Size,Pickup Truck,3.0,10.0,2016.0,3/10/16,Q1,1.0,AWD,v11 Turbo,5 Speed Auto,Base,Blue,Cloth,Exterior Protection Package,1,0.0,0,1.0,1.0,1.0,825.0,0.0,0.0,640.0,710.0,370.0,North America,USA,174,Retail,Non-Employee,Leasing,Cash Rebates,29560.0,4129.0,25431.0,1301.0,1419.0,4138.0,2965.0,0.0,828.0,1064.0,1182.0,1419.0,473.0,11478.0,13953.0,3311.0,807.0,10642.0,9835.0,2016-03-10
1ABCD6E34FG634377,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,5.0,3.0,2016.0,5/3/16,Q2,1.0,4WD,v13 Gas,5 Speed Auto,Luxury,Black,Leather,None,1,1.0,1,1.0,0.0,1.0,825.0,870.0,425.0,640.0,0.0,370.0,North America,USA,177,Retail,Non-Employee,Leasing,Low-Interest Financing,28862.0,2995.0,25867.0,1453.0,1585.0,4227.0,4100.0,0.0,1052.0,1189.0,1032.0,1430.0,706.0,13053.0,12815.0,3721.0,788.0,9094.0,8306.0,2016-05-03
1ABCD6E34FG634750,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,12.0,15.0,2016.0,12/15/16,Q4,1.0,AWD,v11 Supercharged,6 Speed Manual,Luxury,Black,Cloth,Technology Package,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,710.0,370.0,North America,USA,188,Retail,Non-Employee,Cash,Low-Interest Financing,32259.0,2470.0,29789.0,1419.0,1548.0,4516.0,1630.0,1795.0,903.0,1161.0,1290.0,1548.0,516.0,12716.0,17073.0,3613.0,881.0,13460.0,12580.0,2016-12-15
1ABCD6E34FG634452,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,2.0,11.0,2016.0,2/11/16,Q1,1.0,AWD,v11 Diesel,5 Speed Auto,Deluxe,Blue,Leather,None,0,0.0,1,1.0,1.0,0.0,0.0,0.0,425.0,640.0,710.0,0.0,North America,USA,191,Dealer/Self Registration,Rental,Leasing,Cash Rebates,31626.0,4821.0,26805.0,1392.0,1518.0,4428.0,2195.0,1795.0,886.0,1139.0,1265.0,1518.0,506.0,13098.0,13706.0,3542.0,863.0,10164.0,9301.0,2016-02-11
1ABCD6E34FG634293,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,9.0,12.0,2016.0,9/12/16,Q3,1.0,AWD,v13 Turbo,5 Speed Auto,Luxury,Blue,Cloth,Technology Package,0,0.0,1,0.0,0.0,1.0,0.0,0.0,425.0,0.0,0.0,370.0,North America,USA,191,Dealer/Self Registration,Rental,Financing,Low-Interest Financing,30168.0,2789.0,27379.0,1327.0,1448.0,4843.0,1345.0,1795.0,845.0,1086.0,1961.0,1926.0,483.0,13202.0,14177.0,3857.0,824.0,10320.0,9496.0,2016-09-12
1ABCD6E34FG634558,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,1.0,23.0,2016.0,1/23/16,Q1,1.0,4WD,v11 Gas,6 Speed Manual,Base,Champagne,Leather,Technology Package,0,0.0,1,0.0,1.0,0.0,0.0,0.0,425.0,0.0,710.0,0.0,North America,USA,196,Dealer/Self Registration,Rental,Leasing,Cash Rebates,30999.0,4365.0,26634.0,1364.0,1488.0,4340.0,1685.0,1110.0,868.0,1116.0,1240.0,1488.0,496.0,11723.0,14912.0,3472.0,846.0,11440.0,10594.0,2016-01-23
1ABCD6E34FG634608,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,3.0,29.0,2016.0,3/29/16,Q1,1.0,AWD,v13 Supercharged,6 Speed Auto,Luxury,Silver,Leather,Technology Package,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,USA,196,Dealer/Self Registration,Rental,Leasing,Low-Interest Financing,29940.0,2151.0,27789.0,1336.0,1458.0,4251.0,420.0,1110.0,850.0,1093.0,1215.0,1458.0,486.0,10275.0,17513.0,3401.0,817.0,14113.0,13295.0,2016-03-29
1ABCD6E34FG634342,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,3.0,29.0,2016.0,3/29/16,Q1,1.0,AWD,v13 Supercharged,5 Speed Auto,Deluxe,Blue,Vinyl,None,0,1.0,0,1.0,0.0,1.0,0.0,870.0,0.0,640.0,0.0,370.0,North America,USA,197,Dealer/Self Registration,Rental,Financing,Special Leases,29752.0,2274.0,27478.0,1318.0,1438.0,4193.0,2300.0,1110.0,839.0,1078.0,1198.0,1438.0,479.0,12036.0,15442.0,3355.0,812.0,12087.0,11275.0,2016-03-29
1ABCD6E34FG634211,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,1.0,23.0,2016.0,1/23/16,Q1,1.0,AWD,v11 Diesel,5 Speed Manual,Base,White,Cloth,Technology Package,1,0.0,0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,North America,USA,197,Retail,Non-Employee,Cash,Special Leases,29861.0,2994.0,26867.0,1391.0,1518.0,4426.0,1375.0,1110.0,885.0,1138.0,1265.0,1518.0,506.0,11591.0,15277.0,3541.0,815.0,11736.0,10920.0,2016-01-23
1ABCD6E34FG634500,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,1.0,17.0,2016.0,1/17/16,Q1,1.0,AWD,v11 Supercharged,6 Speed Manual,Luxury,Champagne,Cloth,Technology Package,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,710.0,370.0,North America,USA,197,Retail,Non-Employee,Financing,Low-Interest Financing,32003.0,2450.0,29553.0,1408.0,1536.0,4480.0,1630.0,1110.0,896.0,1152.0,1280.0,1536.0,512.0,11957.0,17596.0,3584.0,874.0,14011.0,13138.0,2016-01-17
1ABCD6E34FG634379,Tatra,Advantage,2016.0,A1,Full-Size,Pickup Truck,5.0,3.0,2016.0,5/3/16,Q2,1.0,4WD,v13 Turbo,6 Speed Auto,Luxury,White,Vinyl,None,1,1.0,1,1.0,1.0,1.0,825.0,870.0,425.0,640.0,710.0,370.0,North America,USA,208,Dealer/Self Registration,Rental,Cash,Segment and Misc Incentives,31803.0,2966.0,28838.0,1399.0,1527.0,4449.0,4810.0,1795.0,1013.0,1145.0,1100.0,1249.0,606.0,15711.0,13127.0,3381.0,868.0,9745.0,8877.0,2016-05-03
